Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2
"Semi furnished 2 Bedroom 2BR Condo for Sale in BGC, Taguig, Sapphire Residences","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,85,None,2,2,121.0632793,14.5139759,SAPPHIRE RESIDENCES,16000000,https://www.lamudi.com.ph/semi-furnished-2-bedroom-2br-condo-for-sale-in-bgc-taguig-sapphire-residences-1.html,Taguig
"Sapphire Residences 2BR Condominium for sale in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,85,None,2,2,121.050318,14.540867,SAPPHIRE RESIDENCES,16000000,https://www.lamudi.com.ph/sapphire-residences-2br-condominium-for-sale-in-fort-bonifacio-taguig.html,Taguig
"Cozy Furnished 2 Bedroom For Sale in Paseo Heights, Makati City","Bel-Air, Makati",Condominium,"Condominium,double-bedroom",None,62,1,2,2,121.026342,14.563933,Paseo Heights,14000000,https://www.lamudi.com.ph/cozy-furnished-2-bedroom-for-sale-in-paseo-heights-makati-city.html,Makati
6 Bedroom Brand New House For Sale in Ayala Alabang Village,"Ayala Alabang, Muntinlupa",House,"House,single-family-house",748,800,None,6,6,121.022321,14.405874,None,240000000,https://www.lamudi.com.ph/6-bedroom-brand-new-house-for-sale-in-ayala-alabang-village.html,Muntinlupa
3 bedroom One Shangrila Place with balcony for sale,"Shaw Boulevard, Mandaluyong",Condominium,"Condominium,3-bedroom",None,157,None,3,4,121.053604,14.581224,One Shangrila Place,55000000,https://www.lamudi.com.ph/3-bedroom-one-shangrila-place-with-balcony-for-sale.html,Mandaluyong
"4-Storey  Commercial Building for Sale in White Plains, Quezon City","White Plains, Quezon City",Commercial,"Commercial,building",417,1800,14,None,None,121.0711795,14.6060344,None,250000000,https://www.lamudi.com.ph/4-storey-commercial-building-for-sale-in-white-plains-quezon-city.html,Quezon City
"Fort Victoria | Fully furnished Two Bedroom 2BR Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,50,None,2,2,121.0632793,14.5139759,Fort Victoria,13000000,https://www.lamudi.com.ph/fort-victoria-fully-furnished-two-bedroom-2br-condo-for-sale-in-bgc-taguig.html,Taguig
"Mckinley Park Residences Loft type 2 Bedroom 2BR Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,69,None,2,2,121.050318,14.540867,Mckinley Park Residences,13500000,https://www.lamudi.com.ph/mckinley-park-residences-loft-type-2-bedroom-2br-condo-for-sale-in-bgc-taguig.html,Taguig
"Condo for Sale BGC, Taguig City at Bellagio Tower 3 Semi furnished 1 Bedroom","Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,65,None,1,1,121.050318,14.540867,Bellagio Tower 3,14000000,https://www.lamudi.com.ph/bellagio-tower-3-semi-furnished-1-bedroom-condo-for-sale-bgc-taguig-nr-makati.html,Taguig
"Good Buy! Brand New 20 Units  Building for Sale Afpovai, Taguig Nr.NAIA","Fort Bonifacio, Taguig",Commercial,"Commercial,building",400,900,None,None,None,121.050318,14.540867,None,98000000,https://www.lamudi.com.ph/good-buy-brand-new-20-units-building-for-sale-afpovai-taguig-nr-naia.html,Taguig
"Modern Design 20 Units Residential Apartment Building for Sale in Afpovai,Taguig","Fort Bonifacio, Taguig",Apartment,"Apartment,apartments",None,900,None,20,20,121.050318,14.540867,None,98000000,https://www.lamudi.com.ph/modern-design-20-units-residential-apartment-building-for-sale-in-afpovai-taguig.html,Taguig
"3-Storey Brand New Modern Building for Sale in Afpovai, Taguig Nr. BGC","Fort Bonifacio, Taguig",Commercial,"Commercial,building",400,900,None,None,None,121.050318,14.540867,None,98000000,https://www.lamudi.com.ph/3-storey-brand-new-modern-building-for-sale-in-afpovai-taguig-nr-bgc.html,Taguig
For Sale Fully Furnished 1Bedroom Loft at Makati,"Poblacion, Makati",Condominium,"Condominium,loft-1",None,41,None,1,1,121.032076,14.56568,Gramercy Residences Makati,7500000,https://www.lamudi.com.ph/for-sale-fully-furnished-1bedroom-loft-at-makati.html,Makati
"Uptown Parksuites II | 2 Bedroom Condominium for Sale in BGC, Taguig City","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,75.7,None,2,2,121.050318,14.540867,Uptown Parksuites,21000000,https://www.lamudi.com.ph/uptown-parksuites-ii-2-bedroom-condominium-for-sale-in-bgc-taguig-city.html,Taguig
"2 Bedroom Condominium for Rush Sale in One Castilla Place, Quezon City!","Valencia, Quezon City",Condominium,"Condominium,double-bedroom",None,54,None,2,1,121.0361368,14.6109081,One Castilla Place,5000000,https://www.lamudi.com.ph/2-bedroom-condominium-for-rush-sale-in-one-castilla-place-quezon-city.html,Quezon City
"Brand New House for Sale at Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",House,"House,single-family-house",555,675,None,4,3,121.022321,14.405874,None,195000000,https://www.lamudi.com.ph/brand-new-house-for-sale-at-ayala-alabang-village-muntinlupa.html,Muntinlupa
"Good Buy! Well Maintained 3-Storey House and Lot for Sale in Diliman,Quezon City","Diliman, Quezon City",House,"House,single-family-house",405,900,None,4,4,121.0528,14.6462,None,85000000,https://www.lamudi.com.ph/good-buy-well-maintained-3-storey-house-and-lot-for-sale-in-diliman-quezon-city.html,Quezon City
For Sale Furnished 1BR with Parking at One Orchard Road in Eastwood Libis QC,"Bagumbayan, Quezon City",Condominium,"Condominium,single-bedroom",None,36.5,1,1,1,121.0784906,14.61040311,One Orchard Road,4000000,https://www.lamudi.com.ph/for-sale-furnished-1br-with-parking-at-one-orchard-road-in-eastwood-libis-qc.html,Quezon City
"Brand New House and Lot for Sale Afpovai,Taguig City! Nr.BGC Brand New 3-Storey","Western Bicutan, Taguig",House,"House,townhouse",200,410,4,4,4,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/brand-new-3-storey-muji-inspired-duplex-house-for-sale-in-afpovai-taguig-nr-bgc.html,Taguig
"412 sq. meters Lot For Sale Prime Location Mixed Use, San Juan City","Pasadena, San Juan",Land,"Land,residential-lot",412,None,None,None,None,121.0340764,14.6087952,None,55000000,https://www.lamudi.com.ph/412-sq-meters-lot-for-sale-prime-location-mixed-use-san-juan-city.html,San Juan
"For Sale: Brand New 4 Bedroom 4BR Duplex House in Afpovai, Taguig Nr. BGC, NAIA","Western Bicutan, Taguig",House,"House,townhouse",200,410,None,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/for-sale-brand-new-4-bedroom-4br-duplex-house-in-afpovai-taguig-nr-bgc-naia.html,Taguig
Afpovai Semi furnished Brand New 3-Storey Modern House for Sale in Taguig Nr.BGC,Taguig,House,"House,townhouse",200,410,4,4,5,121.0632793,14.5139759,None,46800000,https://www.lamudi.com.ph/afpovai-semi-furnished-brand-new-3-storey-modern-house-for-sale-in-taguig-nr-bgc.html,Taguig
For Sale Studio in Eton Towers Makati near Greenbelt,"Legazpi Village, Makati",Condominium,"Condominium,studio",None,21.98,0,1,1,121.0180597,14.55761079,Eton Tower Makati,5000000,https://www.lamudi.com.ph/for-sale-studio-in-eton-towers-makati-near-greenbelt.html,Makati
Prisma Residences 3BR Atrium level with 1 Parking Near BGC and Ortigas C012,"Bagong Ilog, Pasig",Condominium,"Condominium,3-bedroom",None,83.5,1,3,2,121.06934,14.565391,Prisma Residences,9500000,https://www.lamudi.com.ph/prisma-residences-3br-atrium-level-with-1-parking-near-bgc-and-ortigas-c012.html,Pasig
"Brand New Single Detached Modern House for Sale in Quezon City, Capitol Homes","Matandang Balara, Quezon City",House,"House,single-family-house",663,850,5,5,5,121.082236,14.665648,None,100000000,https://www.lamudi.com.ph/brand-new-single-detached-modern-house-for-sale-in-quezon-city-capitol-homes.html,Quezon City
"Capitol Homes 2-Storey Modern House for Sale Quezon City Nr. Libis, Commonwealth","Matandang Balara, Quezon City",House,"House,single-family-house",663,850,5,5,5,121.082236,14.665648,None,100000000,https://www.lamudi.com.ph/capitol-homes-2-storey-modern-house-for-sale-quezon-city-nr-libis-commonwealth.html,Quezon City
Tivoli Royale Prime 2 Adjacent Lot for Sale in Quezon City near Commonwealth,"Matandang Balara, Quezon City",Land,"Land,residential-lot",340,None,None,None,None,121.082236,14.665648,None,39100000,https://www.lamudi.com.ph/tivoli-royale-prime-2-adjacent-lot-for-sale-in-quezon-city-near-commonwealth.html,Quezon City
"340 sqm Clean title Vacant Lot for Sale in Tivoli Royale, Quezon City Nr.Batasan","Matandang Balara, Quezon City",Land,"Land,residential-lot",340,None,None,None,None,121.082236,14.665648,None,39100000,https://www.lamudi.com.ph/340-sqm-clean-title-vacant-lot-for-sale-in-tivoli-royale-quezon-city-nr-batasan.html,Quezon City
158 sqm Commercial Office Space Corner Unit For Sale @ BGC,"Fort Bonifacio, Taguig",Commercial,"Commercial,offices",0,158,None,None,None,121.0632793,14.5139759,None,47037000,https://www.lamudi.com.ph/158-sqm-commercial-office-space-corner-unit-for-sa-165845295729.html,Taguig
3 Storey Sleek House and Lot for Sale in Filinvest 2 Batasan Hills Quezon City,"Bagong Silangan, Quezon City",House,"House,single-family-house",267,443,3,4,5,121.1036535,14.69557194,None,38800000,https://www.lamudi.com.ph/3-storey-sleek-house-and-lot-for-sale-in-filinvest-2-batasan-hills-quezon-city.html,Quezon City
Katarungan Muntinlupa Fully Furnished House For Sale.  Near Daang Hari Road.,"Poblacion, Muntinlupa",House,"House,single-family-house",185,450,None,4,4,121.029033,14.385411,None,18000000,https://www.lamudi.com.ph/katarungan-muntinlupa-fully-furnished-house-for-sale-near-daang-hari-road.html,Muntinlupa
1BR D High-Rise Condo Unit for Sale at Kai Garden Residences in Mandaluyong City | Su...,"Malamig, Mandaluyong",Condominium,"Condominium,single-bedroom",None,33.5,None,1,1,121.0448415,14.57649007,Kai Garden Residences,5668000,https://www.lamudi.com.ph/1br-d-high-rise-condo-unit-for-sale-at-kai-garden-residences-in-mandaluyong-city-sugi-tower.html,Mandaluyong
"For Sale: Upgraded Penthouse Unit @ Bellagio Tower 2, Bonifacio Global City","Fort Bonifacio, Taguig",Condominium,"Condominium,penthouse-1",None,165,2,2,2,121.050318,14.540867,The Bellagio ,42000000,https://www.lamudi.com.ph/for-sale-upgraded-penthouse-unit-bellagio-tower-2-bonifacio-global-city.html,Taguig
Pasig 2BR Condo RFO Rent to Own 19K Move in Agad! Pwede sa PAGIBIG at Inhouse,"Rosario, Pasig",Condominium,"Condominium,double-bedroom",None,35,None,2,1,121.089097,14.588464,Urban Deca Homes Ortigas Residences,2950000,https://www.lamudi.com.ph/pasig-2br-condo-rfo-rent-to-own-19k-move-in-agad-pwede-sa-pagibig-at-inhouse.html,Pasig
Expansive Prime Commercial Lot for Sale in Quezon City Near Greenhills,"Valencia, Quezon City",Land,"Land,commercial-lot",1695,None,None,None,None,121.0443089,14.6621443,None,305100000,https://www.lamudi.com.ph/expansive-prime-commercial-lot-for-sale-in-quezon-city-near-greenhills.html,Quezon City
"Studio Unit for Sale at Zitan in Greenfield District, Highway Hills, Mandaluyong","Highway Hills, Mandaluyong",Condominium,"Condominium,studio",None,26.24,None,1,1,121.054155,14.580315,Zitan,4400000,https://www.lamudi.com.ph/studio-unit-for-sale-at-zitan-in-greenfield-district-highway-hills-mandaluyong.html,Mandaluyong
"Condo for Sale in BGC, Taguig City at Sapphire Residences! 2 Bedroom","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,85,None,2,2,121.050318,14.540867,Sapphire Residences,16000000,https://www.lamudi.com.ph/semi-furnished-2-bedroom-2br-condo-for-sale-in-bgc-taguig-sapphire-residences.html,Taguig
"Sapphire Residences Condo for Sale BGC, Taguig City, Fort Bonifacio Global City","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,85,None,2,2,121.050318,14.540867,Sapphire Residences,16000000,https://www.lamudi.com.ph/sapphire-residences-semi-furnished-2br-condo-for-sale-in-bgc-taguig.html,Taguig
"1 Bedroom Condominium unit for sale in Makati, Air Residences SMDC","San Antonio, Makati",Condominium,"Condominium,single-bedroom",None,26,None,1,1,121.009139,14.563865,Air Residences,6500000,https://www.lamudi.com.ph/1-bedroom-condominium-unit-for-sale-in-makati-air-residences-smdc.html,Makati
Prime Residential Corner Property near Commonwealth,"Commonwealth, Quezon City",House,"House,single-family-house",501,92,None,4,3,121.082236,14.696697,None,19038000,https://www.lamudi.com.ph/prime-residential-corner-property-near-commonwealth.html,Quezon City
"Townhouse for sale in Roosevelt, SFDM Quezon City","San Antonio, Quezon City",House,"House,townhouse",41,141,None,3,4,121.017741,14.650571,None,12000000,https://www.lamudi.com.ph/townhouse-for-sale-in-roosevelt-sfdm-quezon-city.html,Quezon City
"Furnished 3 Bedroom Unit For Sale in Le Metropole, Makati City","Salcedo Village, Makati",Condominium,"Condominium,3-bedroom",None,179,1,3,3,121.0206028,14.5596699,Le Metropole ,20000000,https://www.lamudi.com.ph/furnished-3-bedroom-unit-for-sale-in-le-metropole-makati-city.html,Makati
"For Sale 5-BR Modern Industrial House near Holy Spirit Drive, Quezon City","Commonwealth, Quezon City",House,"House,single-family-house",400,450,3,5,5,121.082236,14.696697,None,52000000,https://www.lamudi.com.ph/for-sale-5-br-modern-industrial-house-near-holy-spirit-drive-quezon-city.html,Quezon City
For Sale 2 Bedroom Condominium unit with balcony and parking slot in Quezon City,"Bagumbayan, Quezon City",Condominium,"Condominium,double-bedroom",None,47,1,2,1,121.081903,14.605396,Circulo Verde,8000000,https://www.lamudi.com.ph/for-sale-2-bedroom-condominium-unit-with-balcony-and-parking-slot-in-quezon-city.html,Quezon City
"M-R-3-1466: Acquired Property  for Sale in Unit 2802, 28/F, Emerald Mansions, Emerald...","San Antonio, Pasig",Condominium,"Condominium,other-4",None,115.7,None,0,0,121.061458,14.582707,None,10320000,https://www.lamudi.com.ph/m-r-3-1466-acquired-property-for-sale-in-unit-2802-28-f-emerald-mansions-emerald-ave-f-ortigas-jr-ave-ortigas-center-brgy-san-antonio-pasig-city.html,Pasig
"2BR A High-Rise Condo Unit for Sale at Prisma Residences in Bagong Ilog, Pasig City |...","Bagong Ilog, Pasig",Condominium,"Condominium,double-bedroom",None,56,None,2,1,121.06801,14.56354,Prisma Residences,6447000,https://www.lamudi.com.ph/2br-a-high-rise-condo-unit-for-sale-at-prisma-residences-in-bagong-ilog-pasig-city-kiran-tower.html,Pasig
"50sqm 1-Bedroom Rent to Own Condo for Sale in BGC, Taguig City","McKinley Hill, Taguig",Condominium,"Condominium,single-bedroom",None,50.85,None,1,1,121.0553,14.53712, The Trion Towers,14700000,https://www.lamudi.com.ph/50sqm-1-bedroom-rent-to-own-condo-for-sale-in-bgc-taguig-city.html,Taguig
Ultra High End Preselling 2 Bedroom Condo For Sale at The Velaris Residences,"Rosario, Pasig",Condominium,"Condominium,double-bedroom",None,106,None,2,2,121.089097,14.588464,The Velaris Residences,34500000,https://www.lamudi.com.ph/ultra-high-end-preselling-2-bedroom-condo-for-sale-at-the-velaris-residences.html,Pasig
Allegra Garden Place I Pasig Blvd. Pasig City I Pre-selling I 2-Bedroom,"Bagong Ilog, Pasig",Condominium,"Condominium,double-bedroom",None,56,None,2,1,121.06934,14.565391,Allegra Garden Place,8891000,https://www.lamudi.com.ph/allegra-garden-place-i-pasig-blvd-pasig-city-i-pre-selling-i-2-bedroom.html,Pasig
"Prisma Residences, Pasig Boulevard Pasig City RFO 2-Bedroom Unit For Sale","Bagong Ilog, Pasig",Condominium,"Condominium,double-bedroom",None,56,None,2,1,121.06934,14.565391,Prisma Reidences I Kiran,7548000,https://www.lamudi.com.ph/prisma-residences-pasig-boulevard-pasig-city-rfo-2-bedroom-unit-for-sale.html,Pasig
AFPOVAI Taguig City House and Lot for Sale,"McKinley Hill, Taguig",House,"House,single-family-house",200,410,None,4,5,121.0553,14.53712,None,46800000,https://www.lamudi.com.ph/afpovai-stunning-modern-duplex-house-for-sale-with-elevator-in-taguig-city.html,Taguig
For Sale 2 Bedroom in The Proscenium Residences by Rockwell Makati City,"Rockwell, Makati",Condominium,"Condominium,double-bedroom",None,121,1,2,2,121.036339,14.562949,Proscenium at Rockwell,32000000,https://www.lamudi.com.ph/for-sale-2-bedroom-in-the-proscenium-residences-by-rockwell-makati-city.html,Makati
For Sale 2 Bedroom Condominium Located in Manansala Rockwell Makati,"Rockwell, Makati",Condominium,"Condominium,double-bedroom",None,99,None,2,2,121.036339,14.562949,Manansala,30000000,https://www.lamudi.com.ph/for-sale-2-bedroom-condominium-located-in-manansala-rockwell-makati.html,Makati
For Sale 1 Bedroom Condominium in Proscenium Lincoln by Rockwell Makati,"Rockwell, Makati",Condominium,"Condominium,single-bedroom",None,64,None,1,1,121.036339,14.562949,Lincoln ,19500000,https://www.lamudi.com.ph/for-sale-1-bedroom-condominium-in-proscenium-lincoln-by-rockwell-makati.html,Makati
For Sale 2 Bedroom with Den in Hidalgo Place Rockwell Makati,"Rockwell, Makati",Condominium,"Condominium,double-bedroom",None,140,None,2,2,121.036339,14.562949,Hidalgo Place,45000000,https://www.lamudi.com.ph/for-sale-2-bedroom-with-den-in-hidalgo-place-rockwell-makati-1.html,Makati
"3BR House and Lot For Sale w/ Parking at Seafront Residences, San Juan, Batangas","Calubcub II, San Juan",House,"House,beach-house",200,100,None,3,2,121.376174,13.726231,None,11568000,https://www.lamudi.com.ph/3br-house-and-lot-for-sale-w-parking-at-seafront-residences-san-juan-batangas.html,San Juan
rent to own 3br in kasara urban resort residences located at pasig near c5!,"Ugong, Pasig",Condominium,"Condominium,3-bedroom",None,117,None,3,3,121.072573,14.582943,KASARA URBAN RESORT RESIDENCES,18564717.32,https://www.lamudi.com.ph/rent-to-own-3br-in-kasara-urban-resort-residences-located-at-pasig-near-c5.html,Pasig
3 Bedrooms  House & Lot Ayala Alabang Village Muntinlupa City,"Alabang, Muntinlupa",House,"House,single-family-house",432,350,None,3,3,121.037608,14.4179774,None,90000000,https://www.lamudi.com.ph/3-bedrooms-house-lot-ayala-alabang-village-muntinlupa-city-1.html,Muntinlupa
"For mixed-use development - Vacant Commercial Lot at Santa Cruz, Manila","Santa Cruz, Manila",Land,"Land,commercial-lot",627.5,None,None,None,None,120.984764,14.617888,None,50000000,https://www.lamudi.com.ph/for-mixed-use-development-vacant-commercial-lot-at-santa-cruz-manila.html,Manila
3 Bedroom with Garden For Sale in Avant BGC,"Fort Bonifacio, Taguig",Condominium,"Condominium,loft-1",None,156,1,3,2,121.050318,14.540867,Avant at the Fort,34900000,https://www.lamudi.com.ph/3-bedroom-with-garden-for-sale-in-avant-bgc.html,Taguig
